file_path,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spec_centroid,spec_bandwidth,spec_contrast_0,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,spec_rolloff,zero_crossing
audio_speech_actors_01-24\Actor_01\03-01-02-02-02-01-01.wav,-363.3291931152344,83.71624755859375,8.720739364624023,16.973064422607422,1.3004169464111328,16.308208465576172,-2.998903512954712,8.18038558959961,-9.68177318572998,1.4794083833694458,-8.10554027557373,-3.2144181728363037,3.279630422592163,0.5551195740699768,0.5825899839401245,0.547161877155304,0.5018012523651123,0.5378357768058777,0.54783034324646,0.5347644090652466,0.5163488984107971,0.5346013307571411,0.6064439415931702,0.6964284181594849,0.6066613793373108,6340.198383811603,5240.971560899761,17.065750523606134,9.524457737493186,12.174232625531936,13.899135932402372,16.433619741124566,15.699292305905859,18.445653731860293,11378.520569620254,0.05152541534810127
audio_speech_actors_01-24\Actor_01\03-01-02-02-02-02-01.wav,-379.5113830566406,83.05964660644531,0.863663375377655,13.715781211853027,5.393521785736084,15.342069625854492,-3.8907716274261475,6.682706832885742,-9.10915470123291,-2.31089448928833,-7.557553768157959,-2.6653072834014893,4.408699989318848,0.5371652245521545,0.6145713329315186,0.6212745308876038,0.5857704281806946,0.5933960676193237,0.6201683878898621,0.626471996307373,0.6077320575714111,0.5730783343315125,0.5563214421272278,0.5807490944862366,0.5442447066307068,6481.998134407126,5216.259738520955,16.763743029028557,8.848154849571086,11.98550463869478,13.559449100149559,15.657561892769749,15.436065770734446,17.55662757359826,11526.387965425532,0.051087724401595744
audio_speech_actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,-400.58172607421875,78.69847869873047,0.6677371263504028,10.390022277832031,5.2070183753967285,11.525232315063477,-7.043530464172363,2.0349202156066895,-6.769452095031738,-3.452315330505371,-8.604059219360352,-2.1430959701538086,2.1536033153533936,0.6292058825492859,0.6650143265724182,0.6183916926383972,0.6030719876289368,0.6470354795455933,0.6338996887207031,0.5848338007926941,0.5573304891586304,0.5415211319923401,0.5325644612312317,0.563721239566803,0.5974056720733643,6697.877340330225,5448.887958735433,16.765866112717884,10.274969825858713,13.103609951106035,13.815766931659132,16.26689062513292,17.258406128860045,18.273434506599664,12494.63190184049,0.05570150738113497
audio_speech_actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,-403.73773193359375,78.06348419189453,-0.786963701248169,10.139039993286133,8.30472469329834,12.286283493041992,-4.871698379516602,0.5241591334342957,-5.596923351287842,-3.2145636081695557,-9.875025749206543,-1.7062535285949707,3.7575340270996094,0.614304780960083,0.6220642924308777,0.6054328083992004,0.6092304587364197,0.6297427415847778,0.6402896046638489,0.5934097766876221,0.5677993297576904,0.5525493025779724,0.540893018245697,0.5865140557289124,0.612188458442688,6308.36822732072,5282.93936438401,16.62692156426912,9.553367439960093,12.73052665047876,13.801177930319977,15.920983641969634,17.48006777269944,18.27062609067168,11824.003067484662,0.039031046299846626
audio_speech_actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,-399.2557373046875,77.67327880859375,2.3561043739318848,12.037884712219238,5.272909641265869,9.537619590759277,-5.277848243713379,3.814016342163086,-8.264008522033691,-3.2064874172210693,-11.793280601501465,-2.454570770263672,4.3342390060424805,0.577918529510498,0.6079599261283875,0.5897810459136963,0.5308793187141418,0.5388465523719788,0.5544398427009583,0.5462579727172852,0.5773584842681885,0.584511399269104,0.5666244626045227,0.6119533181190491,0.5957162380218506,6667.926845989785,5391.621657694517,15.23591423644332,9.566510017511684,12.547828616042649,13.940985984552682,16.02170733874616,16.671361056017048,17.91484820660665,12287.603539156626,0.048661932887801206
audio_speech_actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,-378.4819030761719,74.1329345703125,1.0578564405441284,17.886676788330078,6.339446067810059,11.593820571899414,-5.891602039337158,6.82502555847168,-6.587666034698486,-1.8747085332870483,-10.637552261352539,-2.125946283340454,2.7909560203552246,0.6033045649528503,0.5851601958274841,0.6242059469223022,0.5904380083084106,0.5403167605400085,0.548226535320282,0.5503443479537964,0.5214953422546387,0.543167769908905,0.5341125130653381,0.5748952031135559,0.6420272588729858,6596.1724367108,5414.113817015737,17.367189462589824,9.939933456015552,13.20983527752004,14.415944652110511,16.65022355956637,17.335083662683864,18.80191362367867,12294.450431034482,0.05662799703663793
audio_speech_actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,-424.59808349609375,67.70438385009766,-6.66948938369751,9.967615127563477,-3.0760905742645264,7.208736896514893,-5.0634565353393555,-2.9935553073883057,-10.52482795715332,-4.98957633972168,-8.10744571685791,-8.362472534179688,0.33147892355918884,0.47612401843070984,0.5351497530937195,0.572614312171936,0.5166354179382324,0.564649224281311,0.5881451964378357,0.5733509659767151,0.5297985672950745,0.47425878047943115,0.455230176448822,0.5310709476470947,0.5210921168327332,6411.788629501216,5347.552514433599,16.1675446653916,10.818689768622743,13.45460024817424,14.938477407594178,16.927397108183293,15.956401995584578,19.373102281541488,12149.116847826086,0.06302224864130435
audio_speech_actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,-415.401611328125,72.97100067138672,-6.905821323394775,4.645146369934082,0.41286373138427734,8.772311210632324,-4.154121398925781,-3.527297258377075,-8.415510177612305,-5.538169860839844,-10.657865524291992,-7.126158237457275,4.071781158447266,0.4185723066329956,0.46813419461250305,0.48442962765693665,0.4461001753807068,0.5261672735214233,0.5988439321517944,0.589050829410553,0.6018944978713989,0.6197929978370667,0.5146519541740417,0.4542232155799866,0.4230654239654541,5270.077518490276,5079.6285570561695,16.69012805481822,11.280510624224203,13.00399815282309,15.450077555765539,17.242591804276078,16.945516912933844,18.82068299022781,10658.701429618768,0.05315822030791789
audio_speech_actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,-351.80908203125,70.28367614746094,-10.080166816711426,11.619573593139648,-1.2718133926391602,10.029096603393555,-6.932469844818115,-0.2982616424560547,-9.178949356079102,-6.300987720489502,-12.876887321472168,-5.181731224060059,3.7896859645843506,0.4548526108264923,0.4548598825931549,0.4481801986694336,0.501015305519104,0.5752284526824951,0.6102838516235352,0.5558051466941833,0.5694272518157959,0.5264447331428528,0.4514518976211548,0.462487131357193,0.4433056712150574,5571.829217361522,5004.7834200824645,18.41794506484142,11.232333821581065,14.428944624953962,15.533946815733454,16.905996398422555,17.801507060859784,21.397532070038558,10670.523648648648,0.0670383762668919
audio_speech_actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,-374.59661865234375,70.80917358398438,-8.760223388671875,11.9670991897583,-2.9723803997039795,10.001248359680176,-8.551405906677246,0.027818668633699417,-9.052507400512695,-6.3288469314575195,-12.138223648071289,-7.093578338623047,1.7016894817352295,0.5198723077774048,0.5104597806930542,0.5308735370635986,0.5533692240715027,0.5944445729255676,0.5955016016960144,0.5629510283470154,0.5623283386230469,0.5419250130653381,0.48128899931907654,0.48605120182037354,0.5293192863464355,6222.558537393562,5087.412799428292,18.511887595867,11.144635635453891,14.184375117521634,14.929527613374695,16.46069548805935,17.33141519133465,21.22731451221105,11516.680743243243,0.059488492398648646
audio_speech_actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,-412.48223876953125,74.98529815673828,2.919524908065796,11.44171142578125,6.960730075836182,13.466070175170898,-6.726048469543457,4.7315592765808105,-6.060349464416504,-5.060844421386719,-7.618045330047607,-3.54821515083313,-1.2796025276184082,0.6440982222557068,0.6507048010826111,0.6119891405105591,0.5834318995475769,0.5457030534744263,0.49941593408584595,0.48809272050857544,0.5174341797828674,0.5401315093040466,0.5707669854164124,0.6181446313858032,0.6134141087532043,6355.887477619252,5234.605316592496,15.626846339180977,9.115332130715101,11.660562165866938,12.52492040037831,14.758332515458028,16.07515894341324,16.9912740032375,11777.799479166666,0.03940700954861111
audio_speech_actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,-420.2991943359375,80.96550750732422,3.4866976737976074,13.031230926513672,8.979397773742676,14.107940673828125,-4.787290573120117,6.040528297424316,-4.208775520324707,-5.1626200675964355,-7.150251388549805,-4.6642746925354,-0.3132726550102234,0.5902519822120667,0.5866765975952148,0.5863295197486877,0.6028043627738953,0.5955966114997864,0.5704433917999268,0.5503618121147156,0.5894525647163391,0.616615355014801,0.5697562098503113,0.5601637363433838,0.569508969783783,6610.43540171317,5502.210848817977,14.520493546684248,9.096300084191991,12.378597133631084,13.245853522581939,15.140698586469604,15.841368497937589,16.767888993717005,12477.63526119403,0.04294980177238806
audio_speech_actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,-428.1629943847656,73.99263000488281,2.4763805866241455,10.077651977539062,7.928802967071533,11.792141914367676,-5.250398635864258,4.038564682006836,-4.807725429534912,-4.966983318328857,-7.713054656982422,-2.5745973587036133,0.20226620137691498,0.6178892254829407,0.6117975115776062,0.5879560112953186,0.5946406126022339,0.5700886845588684,0.571121335029602,0.5699061155319214,0.5672375559806824,0.6328930854797363,0.6383115649223328,0.6276475191116333,0.6040766835212708,6739.50373939754,5073.448859473335,13.713947135930493,8.22636241333081,10.933559873878828,12.512291885846116,13.480562889352464,14.729126395083926,15.33381896033454,11920.925151975684,0.029216731572948327
audio_speech_actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,-413.0452575683594,70.96664428710938,4.844919681549072,13.252523422241211,7.932811737060547,11.802077293395996,-4.929983615875244,6.692442893981934,-3.7731940746307373,-5.046367645263672,-8.59216022491455,-2.967207193374634,-0.14794522523880005,0.6012946367263794,0.5827500224113464,0.5776536464691162,0.5891320705413818,0.5889986753463745,0.592052698135376,0.5822621583938599,0.5827037692070007,0.5848044157028198,0.5958558320999146,0.6570970416069031,0.6468443870544434,7106.008406548378,5436.401320693658,13.955990176702333,8.315713703181016,11.724619349455331,12.864262828342941,14.43116005877279,15.641722702623996,16.291521239759863,12793.611550632912,0.0407498516613924
audio_speech_actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,-398.9470520019531,77.83797454833984,5.096841812133789,14.805320739746094,8.491689682006836,14.999444961547852,-6.490628242492676,5.851002216339111,-5.332792282104492,-4.529841423034668,-6.278153419494629,-1.552901029586792,0.5103896260261536,0.620881974697113,0.5731279850006104,0.537905752658844,0.5353264808654785,0.5725377798080444,0.5645803809165955,0.5498990416526794,0.5676149725914001,0.5856675505638123,0.6472512483596802,0.6876581311225891,0.6671765446662903,6343.886846729399,5318.847920617479,16.6555279723471,9.68314161050149,12.695566908849505,13.48888226323639,15.620379862373973,16.324692495136937,17.49361020590009,11843.159138655463,0.04405746673669468
audio_speech_actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,-430.342529296875,69.28093719482422,-3.6923716068267822,11.728852272033691,3.012763023376465,11.101811408996582,-6.106992721557617,-1.56886887550354,-6.384501934051514,-5.752694129943848,-10.740142822265625,-4.384000301361084,1.1800427436828613,0.5764091610908508,0.5688974857330322,0.5448616743087769,0.542225182056427,0.5787555575370789,0.5424554347991943,0.5582687854766846,0.5829909443855286,0.5463041663169861,0.5160508155822754,0.5784320831298828,0.6063380837440491,6780.322652864665,5175.501108925562,15.540123302120097,9.599923405529985,12.282893529613615,13.490507240951741,14.954647648093863,15.745445709023594,18.15954811856518,12355.334051724138,0.042810198904454026
audio_speech_actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,-405.0611572265625,71.00575256347656,-1.6740134954452515,11.137109756469727,6.42633581161499,11.24323558807373,-6.424381256103516,1.0434890985488892,-7.529534816741943,-6.578287601470947,-13.766916275024414,-3.780864953994751,1.1671069860458374,0.5786821246147156,0.5989384055137634,0.5451884269714355,0.5367276668548584,0.5531260967254639,0.5715398788452148,0.5664224624633789,0.5734161138534546,0.6009169816970825,0.5909246802330017,0.6114069223403931,0.5940282344818115,6725.494838793805,5255.617463349333,16.334510555133235,9.350895476839442,12.91599542925152,13.405285684656903,15.104669524964423,17.24809115600481,18.404597947510855,12357.371794871795,0.042160512375356125
audio_speech_actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,-382.0779113769531,70.95319366455078,-4.674071311950684,14.971722602844238,3.3033523559570312,11.23985767364502,-7.639233112335205,1.0996043682098389,-7.387783527374268,-5.972332000732422,-11.932847023010254,-3.0089712142944336,1.6879241466522217,0.6194872856140137,0.6067681908607483,0.6155529022216797,0.6057109832763672,0.5929737687110901,0.5643426775932312,0.5546145439147949,0.5377268195152283,0.5414032340049744,0.5442281365394592,0.5950437784194946,0.6369038820266724,6896.7169309468845,5296.212549856545,16.82264799964835,9.626909599299703,12.388576444345977,13.558165494917187,15.23679063844372,17.29087609349312,19.06461304367699,12508.21314102564,0.04164997329059829
audio_speech_actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,-411.0036926269531,62.40531539916992,-8.72374439239502,13.807440757751465,1.7894562482833862,6.853796005249023,-6.779373645782471,1.6812303066253662,-3.1294829845428467,-0.872465968132019,-9.711342811584473,-3.9222545623779297,1.189844012260437,0.4837356507778168,0.5574879050254822,0.566927433013916,0.5558547973632812,0.5490262508392334,0.532090425491333,0.5072365999221802,0.4542839825153351,0.47938233613967896,0.5479297637939453,0.5498478412628174,0.4735252857208252,6134.61909827054,4971.8576523759,14.605437854338343,9.994630536438992,12.714021433363538,13.76866896538963,16.386418413214606,16.768284735802283,20.56607875501983,11312.629132231405,0.06889339058195593
audio_speech_actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,-361.1587829589844,60.27303695678711,-9.117496490478516,13.649890899658203,-2.485257148742676,6.029661178588867,-7.82375431060791,0.521887481212616,-7.946145057678223,-5.875874996185303,-9.344623565673828,-5.4461445808410645,-1.7070966958999634,0.5029983520507812,0.5339611768722534,0.5322096347808838,0.5147969126701355,0.5584602355957031,0.5852935910224915,0.558888852596283,0.5518101453781128,0.5261777639389038,0.4913405478000641,0.48856890201568604,0.48934805393218994,6352.360299057263,5151.249763227383,15.243949276358103,10.206539319602312,12.858165526897055,13.863586382447775,16.58973865426651,16.093259132692292,21.409989569437077,11747.508445945947,0.0704075168918919
audio_speech_actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,-378.3210144042969,58.63151931762695,-2.327617883682251,13.655264854431152,2.5868279933929443,7.255309581756592,-6.046741962432861,2.112172842025757,-5.780329704284668,-4.342125415802002,-9.43234634399414,-3.4377167224884033,-0.09518706798553467,0.5747235417366028,0.5693723559379578,0.5489257574081421,0.5133569836616516,0.5843289494514465,0.5914627909660339,0.5483660697937012,0.5604164004325867,0.6072253584861755,0.5716524720191956,0.5679721236228943,0.6077978014945984,6690.339474858937,5506.5372723486635,15.987711634622547,9.353124018984854,12.426341812778851,13.552855197537253,16.20025672926411,16.825362092110613,19.886501059935572,12698.067059270517,0.0606938046162614
audio_speech_actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,-389.6815490722656,59.952056884765625,-3.688814163208008,12.91679573059082,-0.013789772056043148,8.497369766235352,-7.38967227935791,1.7407532930374146,-4.216524600982666,-5.308587074279785,-10.202170372009277,-4.530847072601318,0.6808321475982666,0.5063077211380005,0.5746721029281616,0.5571718811988831,0.5211013555526733,0.5279749035835266,0.5156713128089905,0.4935797154903412,0.5365129113197327,0.5386971831321716,0.5010301470756531,0.5161402225494385,0.51661616563797,5977.956261900572,5179.462260013278,17.179285326265784,10.044007444070619,13.035873902682923,14.212431349365504,16.852281244930815,17.816796952153194,21.083639597790157,11529.313568376068,0.07504368100071225
audio_speech_actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,-363.1869201660156,53.87786102294922,-23.295198440551758,4.590452194213867,-9.281444549560547,-0.8777234554290771,-10.370431900024414,-2.3168535232543945,-15.354205131530762,-8.757010459899902,-11.34528923034668,-7.905378818511963,-5.038463592529297,0.4121638238430023,0.4592265486717224,0.4964235723018646,0.5400210618972778,0.5805533528327942,0.5394116044044495,0.5383360981941223,0.5874255895614624,0.5153459310531616,0.4430353045463562,0.46820175647735596,0.4455682635307312,5623.710061149189,4968.448864181224,11.598875469008568,13.359378827733414,14.68537247097123,15.956656235529215,17.97884776920961,16.37346485222469,26.31784336433331,10777.11038961039,0.08750253652597402
audio_speech_actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,-341.9712219238281,52.28167724609375,-28.39771842956543,12.267396926879883,-10.859696388244629,3.720288038253784,-12.748706817626953,-1.972765564918518,-11.157866477966309,-6.1966986656188965,-13.095328330993652,-9.452901840209961,-1.8068530559539795,0.37587302923202515,0.4220978021621704,0.38803544640541077,0.40928593277931213,0.5359129309654236,0.5168725848197937,0.39288604259490967,0.3618619740009308,0.3980940580368042,0.37832018733024597,0.40465423464775085,0.3779003322124481,5012.160490439855,4705.1206837264535,15.074796850417146,13.764656509608855,15.689888768299278,17.666648421687107,18.931452579330696,17.457914146498062,27.518908582107816,10093.788109756097,0.11394340701219512
audio_speech_actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,-384.1871032714844,53.98601531982422,-22.437213897705078,10.337305068969727,-7.014482498168945,4.446642875671387,-9.936925888061523,-1.8927360773086548,-10.486029624938965,-7.360678672790527,-12.758346557617188,-6.564419746398926,-1.5250014066696167,0.42691031098365784,0.4613558053970337,0.44250527024269104,0.44116756319999695,0.4869862198829651,0.5693785548210144,0.5312123894691467,0.4994300901889801,0.5375028252601624,0.496724933385849,0.5107846856117249,0.448748916387558,5104.5805900208725,4620.623563658871,13.921162837293796,12.315034420127374,14.031615982807418,16.06655320127965,18.021413643928422,17.52013190183058,26.78137066118999,9799.230831185567,0.12269450708762887
audio_speech_actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,-338.86212158203125,44.904930114746094,-24.296865463256836,3.921226978302002,-13.280725479125977,1.4560025930404663,-13.051088333129883,-4.972659111022949,-16.886796951293945,-7.368750095367432,-14.381403923034668,-8.851162910461426,-2.096673011779785,0.31377270817756653,0.340564101934433,0.3756314218044281,0.4529189467430115,0.5173734426498413,0.48117929697036743,0.47843649983406067,0.5027985572814941,0.5065348744392395,0.39481785893440247,0.4048222303390503,0.3534008860588074,5177.487548981538,4713.495352459664,12.689209647809221,15.084640681690827,15.001897637124497,17.199087019230962,19.046293284125344,17.480376527535256,29.99109577592899,10112.466276978417,0.12785943120503598
audio_speech_actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,-404.1932067871094,72.92555236816406,3.0696380138397217,15.84561538696289,5.005441188812256,15.862974166870117,-6.974335670471191,2.558234453201294,-6.399505138397217,-6.247273921966553,-8.195703506469727,-2.013455390930176,0.4904934763908386,0.643081545829773,0.6317262649536133,0.5804274678230286,0.5613802075386047,0.5805394649505615,0.5529577136039734,0.5082101225852966,0.5048484206199646,0.5137699246406555,0.5093060731887817,0.552569568157196,0.6090022325515747,5823.188498645229,5566.043513139138,17.3090651950891,10.75197304699953,14.243074106485476,14.682347599643855,16.71808493448725,17.427035292282245,19.673012441836075,11950.54347826087,0.05884284420289855
audio_speech_actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,-356.69488525390625,72.67471313476562,-2.9517860412597656,10.282644271850586,2.131882429122925,12.764276504516602,-7.857513427734375,0.48864129185676575,-9.56081485748291,-9.200943946838379,-11.435256004333496,-3.857508420944214,0.25524279475212097,0.47061264514923096,0.46956315636634827,0.4902637302875519,0.48952558636665344,0.524061918258667,0.5396112203598022,0.575721263885498,0.5998408794403076,0.5270549654960632,0.4473278224468231,0.4699290990829468,0.4872737228870392,5983.5875943920455,5513.352665639466,17.39601399975743,11.170311807932823,14.474073745729052,14.818620181077295,17.495185693893948,17.321410763273455,19.282245197963952,12174.5784457478,0.060051434200879765
